"array_index","scenario_id","v2_job_id","v2_scheduler_status","v2_scientifically_eligible","v3_retry_required","v2_expected_raw_log_round10_sha256","v2_expected_clean_log_round10_sha256","v3_expected_raw_log_round9_sha256","v3_expected_clean_log_round9_sha256","v3_local_vs_euler_login_round9_match","v2_failure_archive"
105,"CONF07_run_order_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"1544936c0c0711a9665ddeb2da6e4a39fe31166e7f6e7873fd3ba06e152e2006","edba00476a92d2d18e8a137c129d31f6eb9dd48697bf9bf9a535fb9af4e31f49","da82c2e6723370f94c68873af63dd5f8fedf64b07ebdd3e34846c842b3ad698c","78c650cc347625eddb7a71e76c6a4d712729b57b9af89b672c9c6951699b3a5f",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
106,"CONF07_joint_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"cabdd473b4f03e40919969d331db43e4d518125103a2b4cae1e25428fdc0a822","d9c0f68e31bd64fd1fb527ec8eeb4e7cb23138c755c5ea28ae6b678fd99256a0","15cb4c6ddfbd29173b3cd3f4b8fa95c01b1605e587d5996b0a0254c3413d04b9","feff067ffddff5545b23e4a21f7b7ff20b7ba9c0f524ec4fad5b5e135370fa44",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
107,"CONF07_batch_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"fcb6800d0ea6caf5bce2df9e273e88d508d71a763ed54ff618b13abd609b4a37","8351a68a4ad963121f56cef28ee5f930d9ac11f1b9883779eaafad36ef76d002","ac3f14a08cd8d891234bbdf9780f2f0b9be23a2071fcdb37eaa8098f71dc3014","b6a8c625d45f9e9b6afd63dee6798c4099793e7182128da6ce822200d3e62ee2",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
108,"CONF07_run_order_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"644ed0893362f16499ca5eeb32bcb7332ed81086f9afb1acda8cf2ffa19de22e","e87bb79f913d2918f17786b2e2e1dfe151e0cfd88263fb60aa610d2f28bf0f95","73a809b38fa1610aabfa71b0c0abd8e2b1b490f8b1f1acf97eeaed67a74afff0","13bc97123f22a6a7afd5926874a950c081f07f67204cd8c200a228bac8d0465e",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
109,"CONF07_joint_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"09f1731332b4cd46c2b1e5ce24f87d196c48fb00734f10ec95d5ff870ece398f","42a84d6968dcc01182ab78812a4b2a4a989862272cbd8b77ea9992c9e11d6e50","df186f30d4f9903ad4d51b0d9e5431ae2907293224225568785996c2af39c479","6de6af9115a22173cad62dffa9524153203f5b134d211dc6bfb4e4063306d47e",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
110,"CONF07_batch_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"81161727cf48a625c31d87417d3bcf2fdc0ca3179a5049a2c076cd0cb5ca0f13","ed66dcfe937d70daaaf80eee46ef05261b4d3e7320895ba6ecfd256ef9e0b87a","7dfa9d42b29b05667931a73638e5c1a7efe8765a0d73806f56999463b875acd1","aa6f76b31dccf4d07c1a4b7148d64699fe10a861c3cec45da633c95b16194dbb",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
111,"CONF07_run_order_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"908ef067ecc05a7cf173e5fa0d444b7e80f0918affee2a9ee5029caca2888be2","46e0a3148ac778667a909cfd83d3f43f35e732491b9358e7816ef3e21470b1e1","cb4f4f72858a119c8e32fef3afeeed7c99a548431fc7f8fc98a6080e8f6fb8b2","3ac873bb9a56fc320c98d3ce6218f07da959c5f3c1d73decc7bd5e09ebba099d",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
112,"CONF07_joint_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"839ad6c742e8e2b95aea7369213e159191a4722cffb651319525041787a9a26f","ec04f84e6ae460abbe94fb943634a5e6f2ebbb21102e0fc652c6a49f834df487","d3e2856e07495628e05456507f0fd463f367b93f46c433940ac190d6c0161567","d0996f785b48660df2e37e6dd7fff3b98faa0c565cf76628e423a10bbaf7444c",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
113,"CONF08_none_0p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"e13b6ce159420b4fd8d3a1a02bf047667c46561745d3ea8a520dbf093f4b5831","629fc46cb284bf6d7fcfefa547852cc4320d92e27078955568dbaf89578b9f45","cd33efb3cc6119ed41a7b7773e5e8bced4b7e1c7faf6340be32e38fd75e748c8","10e73170d5de2345ea43b2a2be3abb084284448ddf5dfdefb606e6011e26b186",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
114,"CONF08_batch_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"e821ec4e58e55f2618c6401e70705faa37e5bbe5fd7413cf6195d9621f75200b","a35b18ff9b1794de4ce28e87675d14662f34dc37416d33d67fba1c6f022ce006","a402532874059ac5ffdb933dbc28798dd8809fd7303fec8e186a5876aab9d848","20489977a00869999cd7ba3980d665a053105aed7913d57756f240cd20ad8ad1",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
115,"CONF08_run_order_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"42db8dddf0013d0f27b03f8e12d9839e37870b727b104456431d10f9583923a0","b62f0423e5f7560c0aac8696e26021f596f75304a26a3b2f3841cc71b2c33e30","2d40d7ca09157815963a72b3174f1dd12c35ac206d49626f9e4c2b62610181e3","2f6c06c49941f1ca725b6a63ea2039e7d2b4ab4d3329f0858781219038a0105e",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
116,"CONF08_joint_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"1e9a22a404cf9cb3182ed3ba515acb3d5504f68e05356b6ad3649ac5b5c60594","7172f371820c511b3cb4dd38752d46629db608d229f4a01e05cba37ff1c0910b","0af1a1f85ec5b83fcb35952fadad46f6e4d5e274bdbc61fb4383716b03bdde87","1a19477e8828f7e504aa7a97b5c18132a2e0679e592c2b78974af08c47f5056e",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
117,"CONF08_batch_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"bf15b8319bfd5b42632f1dfe51f6a6183ae807c0efc3013463462018604941d7","8cf3af76c34b6db14ec18370f8c6efd00b32641cd21be43bce3281b60e8404b8","ea4bba1b0a062dab53b5a0271dd7210573b43d4a21d8d064eb3a17cd8a3a9c81","058fd351d3443a4ba48b276819d45a0abddc56ad28157f836e72daf3b2bf99ec",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
118,"CONF08_run_order_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"4af44e1ee52b14b5563c459eae554f3ea106f6a5141df8ecacaf081acea9c9f0","3f0fa35675c29ba27edeaebb27f9956a20373fe6d3bfb7ec83974dc714460768","dccd07d378171fbf4a4858d26821a4e747e84dea11519be6a890c03f53e5ef7f","be8dde40c661d390516226a3d2050e348a2576edcef4bc7cc62175e128770c66",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
119,"CONF08_joint_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"95b8f38b5ee487ad2691b86530736d76cca85bd8572f76f6c8e91ee2dbddbce2","a553cb92ca175e795c659fadd86b416d8884ac4ade757cf00e08db9c25d724b3","dba73acefacbb2777f63653717c5cb0059553200e84ade0f123625d5fada31b3","0477ba799a773b9c086fff8f74ee240af4eaca1d393547c90a5a0459265b4055",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
120,"CONF08_batch_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"13f50408b8f237ec15080f22fd385c9613d3415ebcfd5f2847f366f872e370ca","df29b34ad78cdddde2c09f1530f7023995d989b6d6ef2cf28239f51f67629e01","0070bbd6f8eb2614e1dab7824074170dae4a60dc2d4bcb7b42c1e284b64fdbf7","385f76dfd68a722f66194ec9937cdb6dfbefc524b059de813ffd2b40439df7ff",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
121,"CONF08_run_order_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"ca0ec78ce678eddb64049a70bcd0366fdb4243f8b4766e9056419a4ce85d3205","5676b287d9242b119ea133cec4d51ada318299eda4c7ba715f3c8dbc745c8ec7","a9041903af5ab560c7f254ab1c3d724c0babec4506182ee1076a86dfc0332973","be93037a88a19a74ac6b341df685361afb01dbffd01f9bac53b1f2a0ad3f3f2e",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
122,"CONF08_joint_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"5e390a03e0a5c944232ac319960a95fa9cce08255609cfa90e16c30a243355ed","d57a58e8a1b83da1e94fac0386154b837e2782841ba373a78e51e0b471d588b0","9174bf57fa2462a5eaab8f6f26877929e06cc4f75988b38ea98d1208f8cb5d22","91870193bdb0bdf85cdb6185a7df4d99cffa0cf03b9d0d6aaadba1bb292ac466",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
123,"CONF08_batch_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"eab572a877dd3d182ee018120ba9a0ea1132b1a34b4faeff08e41d47f9e52f7b","0224fa9a658056d7ea754879ded06f1cdffdcae3618313a4177023457ea37272","ea541d86b9f6924c005bccbad2a7275410520151aafa2a63e176009f035bc128","e2624d525515622578e8fa20080825ae7bfce3bb36cea1b96221005c0314e9a1",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
124,"CONF08_run_order_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"0915cace5796a9470f4b5a94ac48dca0765e521e92bd6a24ff94880cc3c32df3","af59afa991dceb0e44f719b27fb70940373a563161ad44eb33d99ab0992207af","b52c2324c79fd5dfac65b9e9c77193d3bbfb825d589ca6e6ce17b65a55002193","97f06eb1d40a96a1ed348ec18c5e8b76530f8b71a3128f14ec587cd167b82ee4",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
125,"CONF08_joint_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"467f6f442015e330d895382ee2046b8ac6b352928c15f654924c1351895214e2","32d92a88ee58bad974988b81598e91a294e70bbdc32a24f609606b1a69d794fa","086830abc50b7b7cc5baaddc6a94fa666c6992b8e635319f99d6b24dbbef4ea8","8c63046028bddae4f4b9d03f3a95267ba6831617b3970a644fc1213e2a1cc46e",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
126,"CONF08_batch_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"cda228fb95ca8c8dd3f5ab475893795166f3c544003d5b642c719cc10156363d","cdec4252c6842a2ba277bfdb6906d59a167b9fc1214474bdb181d9e53b738984","2ed516aceef7148f89fff6e313e2e3793e217af2ed490261c8fdfbe0e3be0f7b","e8926954f697382cdbe63d03e726316208ca06ff84f121b931d87eb20d942166",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
127,"CONF08_run_order_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"de030846368859c70606d69708bd48763a0ce5bbd62eb3aadfd539d05a667f93","535cc5c309acb5894968f5d2eadfc6e9124c0917d9803483ace9b384a59cfac9","f4f9f2892bebf9ce4b857b6e8e43e63beaff5e6156435fd52dddf64bef630759","1c2d4aa22afc89c7a89570c1baa8fed851aec1e4190f16f707c76860fc7bb299",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
128,"CONF08_joint_1p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"0aaced40efbd86b8fce930d347d464f61cb15a83e62eac26c8f7636f36fbef48","59069b606e8fb98aaeda584b280283c2cc78d48bbd7f6f11b82307614c5d32c2","441fd71d5de9287be8035aaf69abc58215ba514c483b23e499e33b37711d683d","cb0e0ee467e72a8121a650fb81012d376bfaad2b0960f3685db615af70273521",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
129,"CONF09_none_0p00","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"5150b1cf1edc605add9ac087c98b116adbf8d76ea62d0fc1dabb27db22b6bf21","f299151900cc67598d30332136528d631ff3e9b6cfd5f8c2f7bbb0e22ab425a2","706ee26412b9b4f066b8371d7ea67573764f973a870dcb46372fa69a3acdc6b4","c7e987082e3db66a2e00ad03e0a6726c5cf6bc3239954a71ca9dbe9096fa0bc3",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
130,"CONF09_batch_0p25","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"70df4621acad93b9eaa08661cca5b3ccd6d4052592d6c8c88a44c34a1f82ad0e","d6e2f541d7326b249f449ee27f3428247f2ccfac2997b2789a59858541d0341d","5c078dc6aa3e83510b4c7472dd00e602a907c9b2fb66434943e3599b459a48a3","75266ef75bd8c1e3d6f386845ba01c3210c8f80c6619946d6efab271934eb3af",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
131,"CONF09_run_order_0p25","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"ee9616a153d3dcf41525930f84941bf7e599e47bc7c44a669bcdce2b322037ce","4bc20e9a5264f0643658eaad5cc95e03e770b4c77face7d306ef9eda6798015b","6213de7aa38c4f159c47426c6f824d22cafb22b6a01eca0f501edc13b2b64d79","4b823a46cefb1099308101f7a78ce8c03461409c0aa1c526f80d02d188e87655",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
132,"CONF09_joint_0p25","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"42334c34d5a33c398d35ce7ae2b6f4b607fb52e606987afa4e389e2e90712337","8dcc85a009319914525f2988b2eafbcd6a152b89c1f6f22732e27111fc1edade","1ce942837f1ab044ac013dbdd69a05a90e71726c4b66d8ef7eaf5a1a473bcd3c","d6020a7808bc0a11e4757f6e959ef1784326b50f742f6438bd7a418d2db8ed52",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
133,"CONF09_batch_0p50","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"1fa17d7692ed38f2299faa2c7442c43c5cab376289001b668dc30037ee36a2ca","973e755f274a41d6c0d050a569ce48b896dbb87d242345544ccb1b0a004115bb","54002c4849d7288cf9dffc8d3176ea1e5a29f49ea8d84b2c06edf86e2cff1114","02e2578fddf9655d5fdebc81131040bb870b2596791d86256f80feec222bddc7",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
134,"CONF09_run_order_0p50","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"e58297115a937e7d9e821336c90746c7ee66fe773d6e95ef81148ceca199cea1","1987e55b54580895357b626afa2d56660746bbdabad3738ce930e73673ebf1a1","de6a9718bb93abb86d396af32d4cf99152b97d69ad6e1ab42ece7234cab9dbcd","cc45702ffcbc5b21fba4b35e6471f32dab72edd09d4bf612950716ba71278c5c",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
135,"CONF09_joint_0p50","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"0f7a9f1fb2f447318010b07c487d4350e7287c002eb9d020035df6693f76cba8","af1cd7971754a53902d6b4bc59b5939ce7f291831a881c9da69f5394c14bf54c","687558ea0ff7f20fae2c830cd810af3dc28508a9636f052fdfb7ad4ee32df7fb","59f973d456a56fb42c1f1a3aa8fea2c3719aa7262fa27c1fec316b8ed03ced99",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
136,"CONF09_batch_0p75","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"dc6e9dd14673271557e59ca2b97446df6979d80466385ce8b49f6fabbb88e731","8485f8c0bcee8daca1df842d6ebc14b6c476baa56699f1d2d8fa33ccaa42e56c","adab2e790876d149ecc3fa7b8f8b530b15d1e4a58e6976f3bfcb5d80eacde001","8eaeb92bf38c8c7764918f25c3c50dbe20518e08f8426eac40255f644a1b5b8a",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
137,"CONF09_run_order_0p75","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"7a80a979f3cba2c46075a7cb69ce0260d3cf22aa095168bdbb2cfb2874b46f9c","d81804d6c5908b134278f564a1bb506243cc813aa41d1d1a2b812fec75f3acbe","f1a9c28fb3a9c7355a2ff1cd187085c8aabfda5c63ebaf16ba02e0b9561e65dd","c1c63efe5022022da0cafc30d7ad5efd351769ed7818687d699d2a4957fe6339",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
138,"CONF09_joint_0p75","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"19dde04c63c60acfea035d213c715161ff881779a769cb104f8f26886cea4476","3c475133e8bb970efa1d607b74b95da70a9056c3cde90e04abe5f255c33152f1","f8a949098585235b7c2d5c638f849474a6e4088e0748958faf71b470cce0b42f","178e26c52452994d382b6f672e6e200e17b8bf6eb84f805b33ae84eab06df029",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
139,"CONF09_batch_0p90","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"15efac1e66e4726258c2254b011a0b491155fe595daa38b9819839cff330d849","721269806da74d3ef0901c0111b3b5cc47efadc25f3da25f50329b9157c9fd71","c21e1aaa6159d0a29b35e875a73ae1b0b6a0856da38c68c164d58c331c7b5e71","73153f40779fe676d61ec2c45619944c4182b541576513e4558a82f99d283418",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
140,"CONF09_run_order_0p90","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"ccaec999268244a14221eefbe02d642fbec0cbeda4e79de04e3652f3b414818c","fa0bdcb4071f23af6de30d0aa848efaa26fd8b626f6801678210efa14feeadfa","6a689a64002b7aafe1d90e3de02dc956218f29d85c781b06908d97dfba95b661","f0bba00c0d90fad7d60426e54b31314e92730381603b7785de1966fe646c6e3e",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
141,"CONF09_joint_0p90","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"9775713c671a8d8597c5f2dbd49477d3dde889bda1dc5f23036486bf6c560c1a","a6f79f4acee355d6116ed7930da8ecbe65ff4a827a84499b5cda94beb29a2152","68b89dc323102c17dbcbe05f9921a6f08572d82702361a49ba06f241316b7f0f","1d787b5ec7f88866711af87fd200387d3ae6b96a70bafb5292a08435df7090ad",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
142,"CONF09_batch_1p00","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"4235f5eb5c665fd9bf3de85716e35f7a93b3eda478fd2e0ba67d08f86262c10b","d99d49e73b83e816a44b138cc8030a1945df218c8bdd7afeb255eae031708a26","4581934a5083fd1d00228d218b424c1f98a909b6ee3270f86fe98707f2878e30","2ef19e30db347ce5cfd0a404c058ad08abc07d57d544413c0aef5b65d9163932",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
143,"CONF09_run_order_1p00","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"ab55571fe50cd46b2bd65a2a878f416672e8de405a5251513f8c99d6daaf7864","c4d4ac9e56f4eee8d09838efb7ec9fcf561ea89871561c51e165747c7c9cfda5","b73ef1491ec718f245bb8526e8be648d1d46d8ca86680ca1c308cb2cdc47788c","1fbe552209d82a1bc203e5d6501b65d9cf3e9ba477d01918eb8df6f48dc1dfbf",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
144,"CONF09_joint_1p00","8396751","failed_raw_log_round10_portability_gate",FALSE,TRUE,"388dd65a7a9715367e13001c6f37831e7ad6aa89cb0e9aff3185e77c2dce7cf4","2751d430470c877da70135239ace29ee2c6c113b6f083a18bc743d90c4a44974","d177d10106ca95cb33386f012a65a58cb1dc970961d7e78738ddf1b8d97c0336","244fc38819cc504941ce61d0e1ed4c8a145be405fb8322d24162085a010a3bcb",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
145,"CONF10_none_0p00","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"ce54000de0df8b787bf0b744be4dda8c4d5327999e7d399462bbeee5f801111d","f421223f18406667b9da6a69cfa60b9d6870a6f41326e3cb47a59c313d5aee4a","21047753be424486c1ad933f3eab5ccd20346671847e6a9521cbe251a90c1658","d5fba90db607178d63d25f8c69a207b45113ad23fa1e1b0da5ba3d5143b303b7",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
146,"CONF10_batch_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"7369926ec1c4b20975f6059bd3e0580582e7d50950e8b785b281a3612b418f8c","f2ba293a8a7f4617d3030871ddc6df172e9aace976b8eddc39ad1446ad08ad58","0ac25fd25671fec46507968148e146fc2d57abb6497c2234c3951e8c86450909","9ee7e035e226be9799222fef22ae5c6c8d0294ed6e2d672a621f8fe999b0dee2",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
147,"CONF10_run_order_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"fff5722008de0deb15b49909ffd3242a9474026822877be49d3ffbc5f91171e7","ce3cc0d0e8c2a732fa85ae32352d0e962d515051e0833878e1e1a44946b2e2f5","e7fe6ab522a1dfae3ab086a8b411de706adf3e4481934bc9a4d3765e6bd8d0ba","ef450fc1c42b4ee1c64ea0d72d11bf8b84291f9bf47d09f5d63c6e69a823e213",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
148,"CONF10_joint_0p25","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"ff1294a8d2337059aef95e6de75ff5a540ebc8a614994b67788af49dd885c9ea","1dfcc70fecc596537f97e449d5fd297b7566cb577828a84ace4d7fd16f909701","2a4925d9be8d13531f759b3f44486a7c98d676982520400658107c2447a47f32","419230375d2d5305519b041ce2c68096bf5e4f7267be1a0766b952168846e36a",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
149,"CONF10_batch_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"3fcc6063b4852d1e60d535c2f489e09c9050df9bb9be3797f596fcba120c705f","c878ab9263376df422ec5547c484894f02674dbecc229da5f857a6ac90a21d0c","5f7bb02118e887a79d39b6cca3f67ba0200d2e01be7ead087bd32c7f46745092","928d42b483ba5fea4097b3bf5d37875e8d6cb4d799dbe9140878fab6236b1816",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
150,"CONF10_run_order_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"e618afe721d9e33c0d12abbf046b1c9e8973fdbf89de1ac58e6d2136dfd1e40b","367934056ac83d8268968794b2338a17becb92ebdee52473e3bcb0262ddcea18","29b671372e16f20d720819b29cfbf8dced254ae4401736185daf64fce0638f54","184a3a82dc51e9a0de5c94d320526f55be980691949ed14088f422cfcf5219ba",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
151,"CONF10_joint_0p50","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"ee1873a47fabc1de62af02d6da6c5d9688d73790ccc9d19364eef7a252154e17","560a16d9b5ccbf543b68bb00930ac415990b4cceabc6a14c3151992e67cb6068","391f017ea9b7a220e208ab62c97e285d68044d8d023d4e29c4f28370c01f610f","d21199d1baf4dcea4d422ebc01cbd3de1f3e8dbb84dbf14e29262cd2d8705f3e",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
152,"CONF10_batch_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"abab188b16d2c374888d00595e283d5a20aac84e547bcd4f783a23726d697334","05068e05230d6b02b903a940d66af9bb1fd2e66921678be63b79dea81f797bd5","83aa29ba8ecb8d5072fa637d5e977690fab4eca14f8650a709e4623d9bc45550","974ba415fc6691736c47b5ea8f48e498d861c77251ab1e310d038fd27b7e6341",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
153,"CONF10_run_order_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"b38772c7b9b231a2c127939dec9dcce1477ba71e23a4d7b819dcdf1b3be89309","bceaedf6a03f3d201a862c12c2c51391070602dd909dd99a328d1b8590011af0","dd6820ce40b4694e7f2871400a7c110582039c7f4aad2fb94c3f9ddab520fe66","4c51e0ae0dc53708497f2a5a669da69c9a6b58687241c6b3bfe0afcf96ff59a6",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
154,"CONF10_joint_0p75","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"a73b2f6fb831b6c12c9ba6f5c0c6891371c6af8fabde5ba586232ea68ee6a178","44ac473e7a37e47c352e980da83026ebbcec7472879b6b714f731ff117249320","9b39a1505d8169d81bc326d09061961585b4b21bb7b6b9efc63d3f74f5415ce4","bed8fe40ae14aacddc62fa514aa9f2489bff4a1c7ccc79bf732087e78112f01b",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
155,"CONF10_batch_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"555dafcb99b7be36d8ade3e61a64d9bdae7411b657cb75182ed07f723cdee1ae","df4c04bc2cf249501c98c0e05dcbce009d16f57bf9fab784c5134ed7f0271537","4a10696d993627b6ed003cf78ffcd91992612655bcb8eb5681ab7f9e0d074aab","a85fd9a26e8b810dae2a0985ce093003f484590ee285f049807acda3aefa8fb6",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
156,"CONF10_run_order_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"2b70d149727530a6a962d03797642b6ad7b511e1a900f75e4d78c9079132f100","b5f75547faf5bcd0338932d994d8162dce5dbfa58ad5f36c00d9a08aa56cefd2","2d9e06d9decd85b95325f02b8dc22b3d0431eb5f36af5d6ff829488565eb6239","dfff0971319fcf7273317e6c459651a12c6f6a7028fb38dc02a64be75a2fc8fa",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
157,"CONF10_joint_0p90","8396751","completed_v2_scientifically_ineligible",FALSE,TRUE,"5f19ce537f06de52e2fb0dfaa791f30c21971cf93b675fc67fd269d750abf6c2","52064db39a81f257f6578bc95beac5526f686e2564a23d7db666c396615226a0","7f8ab1642cc0392b85e6b6f4bfad04ab5753922b5891e5c2fef48dd5ffe81ace","9d6b27a818d9c233314b8a4e52c6a90a14b8d4f9b4d274fd7b98ea4db9b783d9",TRUE,"full_grid/archive/partial_confounding_v2_round10_portability_failure_20260724T1000+0200"
